,trial_index,trial_id,trial_type,stage,roi_name,interval_start_s,interval_end_s,theta_deg,R,mean_amp,mean_k_rad_per_px,mean_lambda_px,mean_speed_px_s,mean_freq_hz
358,29,trial_29,,pre_offset,M2,177.4088499998816,177.6588499998816,144.3634288552837,0.32511292020489985,0.0010872662314388387,0.138705065610509,45.298888541122906,393.5851865094882,9.014322216078961
359,29,trial_29,,post_offset,M2,177.6588499998816,177.9088499998816,98.72647652459621,0.0485477782095411,0.001880053826589214,0.10457384125912567,60.0837191359391,508.097356677986,9.127761553937866
360,30,trial_30,,pre_onset,SSC,181.34056599987898,181.59056599987898,33.65511670036898,0.046691840005746735,0.00206270841101919,0.14537501721735013,43.220530098274025,368.6832278561519,8.73096898406461
361,30,trial_30,,post_onset,SSC,181.59056599987898,181.84056599987898,157.57386849007878,0.302347870930839,0.0018808957455413826,0.14936964007372208,42.064674615795354,453.3529177717848,10.11513201341719
362,30,trial_30,,pre_offset,SSC,182.87380799987795,183.12380799987795,-120.60510329314732,0.28069252614167384,0.0034288257550244535,0.09899304640107841,63.47097635244751,245.4537002158593,4.84510017585585
363,30,trial_30,,post_offset,SSC,183.12380799987795,183.37380799987795,-52.62818192775811,0.3054417212277747,0.002776760870629175,0.13815514740285056,45.479198026970835,266.43715877990485,5.667583697828532
364,30,trial_30,,pre_onset,V1,181.34056599987898,181.59056599987898,-127.319707532642,0.3378514326069069,0.0018896647002472323,0.07640340785766955,82.23697716317068,-45.699646326987185,-0.5546522795810822
365,30,trial_30,,post_onset,V1,181.59056599987898,181.84056599987898,166.32390246260175,0.13161396960508404,0.0034944139368731798,0.05838037642737236,107.62495365195414,371.19422101830827,2.5713750355303415
366,30,trial_30,,pre_offset,V1,182.87380799987795,183.12380799987795,-151.25460981455433,0.502805442639823,0.00510841121750571,0.025708481548950182,244.40126093079826,370.920052134657,1.5210482691725717
367,30,trial_30,,post_offset,V1,183.12380799987795,183.37380799987795,164.36698620368975,0.8598857113253681,0.0183818150208984,0.010551653372613282,595.4692677346221,1941.7435337248216,3.2044536137783477
368,30,trial_30,,pre_onset,M2,181.34056599987898,181.59056599987898,-125.35168336195498,0.17096476187629708,0.0010950081561322534,0.1265516190304054,49.6491894400022,705.1229883516988,15.307594333158297
369,30,trial_30,,post_onset,M2,181.59056599987898,181.84056599987898,-176.88862598391316,0.5173034804915351,0.0012881092945809603,0.09499590170103449,66.1416460570442,350.8798025185786,5.358703230091642
370,30,trial_30,,pre_offset,M2,182.87380799987795,183.12380799987795,165.39497985052563,0.40317979722921277,0.0012474648416684751,0.1312096071618627,47.88662540105412,222.4848275779444,3.9908812280705583
371,30,trial_30,,post_offset,M2,183.12380799987795,183.37380799987795,-138.39543732314795,0.5079834689412378,0.001989644684067594,0.08629797039790114,72.80803103722124,252.00744656672634,3.7258376909678956
372,31,trial_31,,pre_onset,SSC,186.90731599987527,187.15731599987527,145.14465325747736,0.8538878294410205,0.00614734380800799,0.05855273064043016,107.30815178824642,262.03821556699154,2.150207535404348
373,31,trial_31,,post_onset,SSC,187.15731599987527,187.40731599987527,116.51667254783204,0.5054261736259679,0.002330616845311659,0.11850269880216495,53.02145327229288,446.80676535781015,4.908337040215393
374,31,trial_31,,pre_offset,SSC,188.42783399987425,188.67783399987425,114.46070910590944,0.5028604399314327,0.009174956465879298,0.05356146337730701,117.30794700134453,304.77439446750316,2.789489197992958
375,31,trial_31,,post_offset,SSC,188.67783399987425,188.92783399987425,154.6000844852203,0.5975637347697241,0.009424151427091517,0.07684838722957119,81.76079594760607,160.67920478090548,1.731009783526249
376,31,trial_31,,pre_onset,V1,186.90731599987527,187.15731599987527,148.7874651312656,0.20817068530314034,0.0032956424980990625,0.05557451206073405,113.0587579484831,707.1200735008678,4.429339722731258
377,31,trial_31,,post_onset,V1,187.15731599987527,187.40731599987527,-175.82501288249625,0.639273640619342,0.002059774746587298,0.08994517497815849,69.85572387518664,683.7575062315169,10.083489931434768
378,31,trial_31,,pre_offset,V1,188.42783399987425,188.67783399987425,173.24779182335809,0.7006848211443234,0.004545764648512575,0.03612679929953274,173.9203424882661,484.0517811084827,2.1888042676646426
379,31,trial_31,,post_offset,V1,188.67783399987425,188.92783399987425,179.47402414522847,0.9181832006166925,0.020384692876558527,0.011911270524456896,527.4991693185538,2018.2748401093859,3.3328508453847103
380,31,trial_31,,pre_onset,M2,186.90731599987527,187.15731599987527,-142.69334775508327,0.6017976697797913,0.0014869987152672398,0.09100478389094703,69.04236281368308,202.6810043582748,2.995549351734839
381,31,trial_31,,post_onset,M2,187.15731599987527,187.40731599987527,-156.963800461954,0.3760060004949561,0.0013354927080964796,0.12017283683027587,52.28457172941286,511.0607083072558,7.5229155850848874
382,31,trial_31,,pre_offset,M2,188.42783399987425,188.67783399987425,55.54803320925729,0.426201878651919,0.0009089024779730817,0.16307368073065162,38.52973256645569,336.07335770952363,9.125957514539945
383,31,trial_31,,post_offset,M2,188.67783399987425,188.92783399987425,-35.20197519029022,0.6247448446687685,0.0018288151655368597,0.13874962536287783,45.284340701799394,434.18264942738665,10.04674383171877
